primary	synonyms	description
ACSM2B	ACSM2|HXMA|HYST1046|HXMA|HYST1046|ACSM2|ACSM2	acyl-CoA synthetase medium chain family member 2B
ACSM3	SA|SAH|SA|SAH|SAH	acyl-CoA synthetase medium chain family member 3
ACSM4		
ACSM5	FLJ20581|MACS3	
ACSM5P1		
ACSM6	C10orf129|bA310E22.3|bA310E22.3|C10orf129|C10orf129	acyl-CoA synthetase medium chain family member 6
ACSS1	ACAS2L|ACECS1|AceCS2L|dJ568C11.3|AceCS2L|MGC33843|ACAS2L|ACAS2L|KIAA1846	acyl-CoA synthetase short chain family member 1
ACSS2	ACAS2|ACECS|ACS|ACSA|dJ1161H23.1|ACS|ACSA|AceCS|dJ1161H23.1|ACAS2|ACAS2	acyl-CoA synthetase short chain family member 2
ACSS3	FLJ21963	
ACT		
ACTA1	ACTA|ASMA|CFTD|CFTD1|CFTDM|MPFD|NEM1|NEM2|NEM3|SHPM|NEM3|ACTA|ACTA	actin| alpha 1| skeletal muscle
ACTA2	ACTSA|ACTSA|ACTSA|ACTVS	actin| alpha 2| smooth muscle| aorta
ACTA2-AS1	ZXF1|uc001kfo.1	ACTA2 antisense RNA 1
ACTB	BRWS1|PS1TP5BP1	actin beta
ACTBL2	ACT|DKFZp686D0972	actin| beta like 2
ACTBP1		
ACTBP10		
ACTBP11		
ACTBP12	ACTGP5	actin| beta pseudogene 12
ACTBP13		
ACTBP14		
ACTBP2		
ACTBP3		
ACTBP4		
ACTBP6	H8-PSI-BETA-AC3	actin| beta pseudogene 6
ACTBP7		
ACTBP8	ACTBP2	actin| beta pseudogene 8
ACTBP9		
ACTC1	ACTC|ASD5|CMD1R|CMH11|LVNC4|CMD1R|ACTC|ACTC	actin| alpha| cardiac muscle 1
ACTD		
ACTG1	ACT|ACTG|DFNA20|DFNA26|HEL-176|ACTG|DFNA20|DFNA26|ACTG	actin gamma 1
ACTG1P1	ACT1GP1|ACTGP1|HY-psi-gamma-AC6	actin gamma 1 pseudogene 1
ACTG1P10	ACTGP10|ACTL1|ACTP1	actin gamma 1 pseudogene 10
ACTG1P11		
ACTG1P12		
ACTG1P13		
ACTG1P14		
ACTG1P15		
ACTG1P16		
ACTG1P17		
ACTG1P18		
ACTG1P19		
ACTG1P2	ACTGP2|ACTL2	actin gamma 1 pseudogene 2
ACTG1P20		
ACTG1P21		
ACTG1P22		
ACTG1P23		
ACTG1P24	POTENP	actin gamma 1 pseudogene 24
ACTG1P3	ACTGP3|dJ545L17.4	actin gamma 1 pseudogene 3
ACTG1P4	ACTGP4	actin gamma 1 pseudogene 4
ACTG1P6	ACTGP6	actin gamma 1 pseudogene 6
ACTG1P7	ACTGP7	actin gamma 1 pseudogene 7
ACTG1P8	ACTGP8	actin gamma 1 pseudogene 8
ACTG1P9	ACTGP9	actin gamma 1 pseudogene 9
ACTG2	ACT|ACTA3|ACTE|ACTL3|ACTSG|VSCM|ACTSG|ACTL3|ACTA3|ACTA3|ACTL3|ACTSG	actin| gamma 2| smooth muscle| enteric
ACTL10	C20orf134|dJ63M2.2|C20orf134|C20orf134	actin like 10
ACTL6A	ACTL6|ARPN-BETA|Arp4|BAF53A|INO80K|Actl6|BAF53A|Arp4|Baf53a|INO80K|BAF53|BAF53A|INO80K	actin like 6A
ACTL6B	ACTL6|BAF53B|arpNalpha|BAF53B|ACTL6|ACTL6|BAF53B	actin like 6B
ACTL7A		
ACTL7B	Tact1|Tact1	actin like 7B
ACTL8	CT57|CT57	actin like 8
ACTL9	HSD21|MGC33407|ACTL7C	actin like 9
ACTN1	BDPLT15	actinin alpha 1
ACTN1-AS1	C14orf84	ACTN1 antisense RNA 1
ACTN2	CMD1AA|CMH23	actinin alpha 2
ACTN3	ACTN3D	actinin alpha 3 (gene/pseudogene)
ACTN4	ACTININ-4|FSGS|FSGS1|FSGS1	actinin alpha 4
ACTN4-MLL		
ACTN4P1		
ACTN4P2		
ACTP1		
ACTR10	ACTR11|Arp10|Arp11|HARP11|HARP11|ACTR11|Arp11|Arp10|ACTR11|ARP11	actin related protein 10 homolog
ACTR1A	ARP1|Arp1A|CTRN1|ARP1|Arp1A|CTRN1	ARP1 actin related protein 1 homolog A
ACTR1B	ARP1B|CTRN2|PC3|Arp1B|CTRN2|CTRN2	ARP1 actin related protein 1 homolog B
ACTR2	ARP2|ARP2|ARP2	ARP2 actin related protein 2 homolog
ACTR3	ARP3|ARP3|ARP3	ARP3 actin related protein 3 homolog
ACTR3B	ARP11|ARP3BETA|ARP11|ARP3beta|ARP11|ARP4	ARP3 actin related protein 3 homolog B
ACTR3BP1		
ACTR3BP2	FKSG73	ACTR3B pseudogene 2
ACTR3BP3		
ACTR3BP4		
ACTR3BP5	FKSG74	ACTR3B pseudogene 5
ACTR3BP6		
ACTR3C	ARP11|ARP11|ARP11	ARP3 actin related protein 3 homolog C
ACTR3P1		
ACTR3P2		
ACTR3P3		
ACTR5	Arp5|INO80M|FLJ12785|Arp5|INO80M|ARP5	ARP5 actin related protein 5 homolog
ACTR6	ARP6|CDA12|HSPC281|MSTP136|hARP6|hARPX|ARP6|FLJ13433	ARP6 actin related protein 6 homolog
ACTR6P1		
ACTR8	ARP8|INO80N|hArp8|INO80N|ARP8|INO80N	ARP8 actin related protein 8 homolog
ACTRT1	AIP1|ARIP1|ARPT1|HSD27|AIP1|KIAA0705|ARIP1|Arp-T1|ARPT1	actin related protein T1
ACTRT2	ARPM2|ARPT2|Arp-T2|HARPM2|Arp-T2|ARPM2|FLJ25424|ARPM2	actin related protein T2
ACTRT3	ARP-T3|ARPM1|ARPM1|ARPM1	actin related protein T3
ACVR1	ACTRI|ACVR1A|ACVRLK2|ALK2|FOP|SKR1|TSRI|SKR1|ALK2|ACVR1A|ACVRLK2|ACVRLK2	activin A receptor type 1
ACVR1B	ACTRIB|ACVRLK4|ALK4|SKR2|ALK4|SKR2|ActRIB|ACVRLK4|ACVRLK4|ALK4	activin A receptor type 1B
ACVR1C	ACVRLK7|ALK7|ALK7|ACVRLK7|ALK7	activin A receptor type 1C
ACVR2A	ACTRII|ACVR2|ACTRII|ACVR2|ACVR2	activin A receptor type 2A
ACVR2B	ACTRIIB|ActR-IIB|HTX4|ActR-IIB	activin A receptor type 2B
ACVR2B-AS1		
ACVRL1	ACVRLK1|ALK-1|ALK1|HHT|HHT2|ORW2|SKR3|TSR-I|HHT2|ALK1|HHT|ACVRLK1|ORW2|ACVRLK1|ALK1	activin A receptor like type 1
ACY1	ACY-1|ACY1D|HEL-S-5	aminoacylase 1
ACY3	ACY-3|HCBP1|HCBP1|MGC9740|ACY-3|ASPA2	aminoacylase 3
ACYP1	ACYPE|ACYPE	acylphosphatase 1
ACYP2	ACYM|ACYP|ACYP	acylphosphatase 2
AD 1		
AD 2		
AD021	C4orf18|DKFZp434L142	
AD10		
AD11		
AD12		
AD13		
AD14		
AD15		
AD16		
AD17		
AD5		
AD6		
AD7		
AD8		
AD9		
ADA	ADA1	
ADA2	ADGF|CECR1|IDGFL|PAN|SNEDS|ADGF|IDGFL|CECR1|ADGF|CECR1|IDGFL	adenosine deaminase 2
ADAD1	Tenr|Tenr|TENR	adenosine deaminase domain containing 1
ADAD1P1		
ADAD1P2		
ADAD2	TENRL|TENRL|FLJ00337|TENRL	adenosine deaminase domain containing 2
ADAL		
ADAM10	AD10|AD18|CD156c|CDw156|HsT18717|MADM|RAK|kuz|kuz|MADM|HsT18717|CD156c|KUZ|MADM	ADAM metallopeptidase domain 10
ADAM11	MDC|MDC|MDC	ADAM metallopeptidase domain 11
ADAM12	ADAM12-OT1|CAR10|MCMP|MCMPMltna|MLTN|MLTNA|MCMPMltna|MLTN|MLTN	ADAM metallopeptidase domain 12
ADAM15	MDC15|MDC15|MDC15	ADAM metallopeptidase domain 15
ADAM17	ADAM18|CD156B|CSVP|NISBD|NISBD1|TACE|cSVP|CD156B|TACE|CSVP|TACE	ADAM metallopeptidase domain 17
ADAM18	ADAM27|tMDCIII|tMDCIII|ADAM27|TMDC3	ADAM metallopeptidase domain 18
ADAM19	FKSG34|MADDAM|MLTNB|MLTNB|MLTNB	ADAM metallopeptidase domain 19
ADAM1A	ADAM1|ADAM1P|FTNAP|Ftna|PH-30a	ADAM metallopeptidase domain 1A (pseudogene)
ADAM1B		
ADAM2	CRYN1|CRYN2|CT15|FTNB|PH-30b|PH30|PH30-beta|PH-30b|PH30|CT15|FTNB|FTNB	ADAM metallopeptidase domain 2
ADAM20		
ADAM20P1	C14orf55	ADAM metallopeptidase domain 20 pseudogene 1
ADAM20P2		
ADAM20P3		
ADAM21	ADAM 21|ADAM31|ADAM31	ADAM metallopeptidase domain 21
ADAM21P1	ADAM21P	ADAM metallopeptidase domain 21 pseudogene 1
ADAM22	ADAM 22|EIEE61|MDC2|MDC2|MDC2	ADAM metallopeptidase domain 22
ADAM23	MDC-3|MDC3|MDC3|MDC3	ADAM metallopeptidase domain 23
ADAM24P	ADAM24	ADAM metallopeptidase domain 24| pseudogene
ADAM28	ADAM 28|MDC-L|MDCL|eMDC II|eMDCII|eMDCII|MDC-Lm|MDC-Ls|ADAM23|ADAM23|MDCL	ADAM metallopeptidase domain 28
ADAM29	CT73|svph1|svph1|CT73	ADAM metallopeptidase domain 29
ADAM30	svph4|svph4	ADAM metallopeptidase domain 30
ADAM32		
ADAM33	C20orf153|DJ964F7.1|DKFZp434K0521|dJ964F7.1|C20orf153|C20orf153	ADAM metallopeptidase domain 33
ADAM3A	ADAM3|CYRN1|tMDCI	ADAM metallopeptidase domain 3A (pseudogene)
ADAM3B	CYRN2	ADAM metallopeptidase domain 3B (pseudogene)
ADAM5	ADAM5P|TMDCII|ADAM5P|TMDC2	ADAM metallopeptidase domain 5 (pseudogene)
ADAM6	C14orf96|tMDCIV	ADAM metallopeptidase domain 6 (pseudogene)
ADAM7	ADAM 7|ADAM-7|EAPI|GP-83|GP83|GP-83|EAPI|GP83	ADAM metallopeptidase domain 7
ADAM8	CD156|CD156a|MS2|CD156|MS2|CD156a|MS2	ADAM metallopeptidase domain 8
ADAM9	CORD9|MCMP|MDC9|Mltng|MDC9|KIAA0021|MCMP|Mltng|CORD9|KIAA0021|MCMP|MDC9|MLTNG	ADAM metallopeptidase domain 9
ADAMDEC1	M12.219|M12.219	ADAM like decysin 1
ADAMTS1	C3-C5|METH1|C3-C5|METH1|KIAA1346|KIAA1346|METH1	ADAM metallopeptidase with thrombospondin type 1 motif 1
ADAMTS10	ADAM-TS10|ADAMTS-10|WMS|WMS1|ADAM-TS10	ADAM metallopeptidase with thrombospondin type 1 motif 10
ADAMTS12	PRO4389	ADAM metallopeptidase with thrombospondin type 1 motif 12
ADAMTS13	ADAM-TS13|ADAMTS-13|C9orf8|VWFCP|vWF-CP|VWFCP|TTP|vWF-CP|FLJ42993|MGC118899|MGC118900|DKFZp434C2322|C9orf8|C9orf8	ADAM metallopeptidase with thrombospondin type 1 motif 13
ADAMTS14		
ADAMTS15		
ADAMTS16	ADAMTS16s|ADAMTS16s|KIAA2029	ADAM metallopeptidase with thrombospondin type 1 motif 16
ADAMTS17	WMS4|FLJ32769|FLJ16363	ADAM metallopeptidase with thrombospondin type 1 motif 17
ADAMTS18	ADAMTS21|KNO2|MMCAT|ADAMTS21|ADAMTS21	ADAM metallopeptidase with thrombospondin type 1 motif 18
ADAMTS19		
ADAMTS19-AS1		
ADAMTS2	ADAM-TS2|ADAMTS-2|ADAMTS-3|EDSDERMS|NPI|PC I-NP|PCI-NP|PCINP|PCPNI|PNPI|ADAMTS-3|hPCPNI|PCINP|ADAM-TS2|NPI|PCINP|PCPNI	ADAM metallopeptidase with thrombospondin type 1 motif 2
ADAMTS20	ADAM-TS20|ADAMTS-20|GON-1|GON-1	ADAM metallopeptidase with thrombospondin type 1 motif 20
ADAMTS3	ADAMTS-4|KIAA0366|ADAMTS-4|KIAA0366	ADAM metallopeptidase with thrombospondin type 1 motif 3
ADAMTS4	ADAMTS-2|ADAMTS-4|ADMP-1|KIAA0688|ADAMTS-2|ADMP-1|KIAA0688	ADAM metallopeptidase with thrombospondin type 1 motif 4
ADAMTS5	ADAM-TS 11|ADAM-TS 5|ADAM-TS5|ADAMTS-11|ADAMTS-5|ADAMTS11|ADMP-2|ADMP-2|ADAMTS11|ADAMTS11|ADMP2	ADAM metallopeptidase with thrombospondin type 1 motif 5
ADAMTS6	ADAM-TS 6|ADAM-TS6|ADAMTS-6|ADAM-TS6	ADAM metallopeptidase with thrombospondin type 1 motif 6
ADAMTS7	ADAM-TS 7|ADAM-TS7|ADAMTS-7|ADAM-TS7|DKFZp434H204	ADAM metallopeptidase with thrombospondin type 1 motif 7
ADAMTS7P1	ADAMTS7P2	ADAMTS7 pseudogene 1
ADAMTS7P3		
ADAMTS7P4		
ADAMTS8	ADAM-TS8|METH2|METH2|FLJ41712|ADAM-TS8|METH2	ADAM metallopeptidase with thrombospondin type 1 motif 8
ADAMTS9	KIAA1312|KIAA1312	
ADAMTS9-AS1		
ADAMTS9-AS2		
ADAMTSL1	ADAMTSL-1|ADAMTSR1|C9orf94|PUNCTIN|ADAMTSR1|FLJ35283|C9orf94|ADAMTSR1|C9orf94	ADAMTS like 1
ADAMTSL2	GPHYSD1|KIAA0605|KIAA0605	ADAMTS like 2
ADAMTSL3	ADAMTSL-3|KIAA1233|punctin-2|KIAA1233	ADAMTS like 3
ADAMTSL4	ADAMTSL-4|ECTOL2|TSRC1|DKFZP434K1772|TSRC1|TSRC1	ADAMTS like 4
ADAMTSL4-AS1	C1orf138|C1orf138	ADAMTSL4 antisense RNA 1
ADAMTSL5	THSD6|THSD6|THSD6	ADAMTS like 5
ADAP1	CENTA1|GCS1L|p42IP4|GCS1L|CENTA1|CENTA1	ArfGAP with dual PH domains 1
ADAP2	CENTA2|HSA272195|cent-b|CENTA2|CENTA2	ArfGAP with dual PH domains 2
ADAR	ADAR1|AGS6|DRADA|DSH|DSRAD|G1P1|IFI-4|IFI4|K88DSRBP|P136|ADAR1|IFI4|G1P1|ADAR1|DSRAD|G1P1|IFI4	adenosine deaminase| RNA specific
ADAR2g		
ADARB1	ADAR2|DRABA2|DRADA2|RED1|ADAR2|DRADA2|ADAR2g|DRABA2|RED1|hRED1|ADAR2a-L1|ADAR2a-L2|ADAR2a-L3|ADAR2a|ADAR2b|ADAR2c|ADAR2d|ADAR2|DRADA2|RED1	adenosine deaminase| RNA specific B1
ADARB2	ADAR3|RED2|RED2|hRED2|ADAR3|ADAR3|RED2	adenosine deaminase| RNA specific B2 (inactive)
ADARB2-AS1	C10orf109|NCRNA00168|C10orf109|NCRNA00168	ADARB2 antisense RNA 1
ADAT1	HADAT1	adenosine deaminase| tRNA specific 1
ADAT2	DEADC1|TAD2|dJ20N2|dJ20N2.1|dJ20N2.1|TAD2|DEADC1|DEADC1	adenosine deaminase| tRNA specific 2
ADAT3	FWP005|MRT36|MST121|MSTP121|S863-5|TAD3|TAD3|TAD3	adenosine deaminase| tRNA specific 3
ADC		
ADCK1	FLJ39600	
ADCK2	AARF|MGC20727|AARF	aarF domain containing kinase 2
ADCK4		
ADCK5	FLJ35454	
ADCP1		
ADCY1	AC1|DFNB44|AC1|DFNB44	adenylate cyclase 1
ADCY10	HCA2|HEL-S-7a|SAC|SACI|Sacy|hsAC|SAC|Sacy|SACI|HCA2|RP1-313L4.2|SAC	adenylate cyclase 10
ADCY10P1		
ADCY2	AC2|HBAC2|HBAC2|KIAA1060|AC2|KIAA1060	adenylate cyclase 2
ADCY3	AC-III|AC3|BMIQ19|AC3|KIAA0511	adenylate cyclase 3
ADCY4	AC4|AC4	adenylate cyclase 4
ADCY5	AC5|FDFM|AC5	adenylate cyclase 5
ADCY6	AC6|LCCS8|AC6|KIAA0422	adenylate cyclase 6
ADCY7	AC7|KIAA0037|AC7|KIAA0037	adenylate cyclase 7
ADCY8	AC8|ADCY3|HBAC1|HBAC1|AC8|ADCY3	adenylate cyclase 8
ADCY9	AC9|ACIX|AC9|KIAA0520	adenylate cyclase 9
ADCYAP1	PACAP|PACAP	adenylate cyclase activating polypeptide 1
ADCYAP1R1	PAC1|PAC1R|PACAPR|PACAPRI|PAC1|PACAPR|PAC1R	ADCYAP receptor type I
ADD1	ADDA|ADDA	adducin 1
ADD2	ADDB|ADDB|ADDB	adducin 2
ADD3	ADDL|CPSQ3|ADDL|ADDL	adducin 3
ADD3-AS1		
ADDA		
ADFN	ALDS	albinism-deafness syndrome
ADFP		
ADGB	C6orf103|CAPN16|FLJ23121|dJ408K24.1|CAPN16|C6orf103|C6orf103|CAPN7L	androglobin
ADGRA1	GPR123|KIAA1828|GPR123|GPR123|KIAA1828	adhesion G protein-coupled receptor A1
ADGRA1-AS1	GPR123-AS1	adhesion G protein-coupled receptor A1 antisense RNA 1
ADGRA2	GPR124|TEM5|TEM5|DKFZp434C211|DKFZp434J0911|KIAA1531|FLJ14390|GPR124|GPR124|KIAA1531|TEM5	adhesion G protein-coupled receptor A2
ADGRA3	GPR125|PGR21|TEM5L|FLJ38547|PGR21|GPR125|GPR125	adhesion G protein-coupled receptor A3
ADGRB1	BAI1|GDAIF|BAI1|BAI1	adhesion G protein-coupled receptor B1
ADGRB2	BAI2|BAI2|BAI2	adhesion G protein-coupled receptor B2
ADGRB3	BAI3|KIAA0550|BAI3|BAI3|KIAA0550	adhesion G protein-coupled receptor B3
ADGRD1	GPR133|PGR25|DKFZp434B1272|PGR25|GPR133|GPR133|PGR25	adhesion G protein-coupled receptor D1
ADGRD1-AS1	LACAT8	ADGRD1 antisense RNA 1
ADGRD2	GPR144|PGR24|PGR24|GPR144|GPR144|PGR24	adhesion G protein-coupled receptor D2
ADGRE1	EMR1|TM7LN3|TM7LN3|EMR1|EMR1|TM7LN3	adhesion G protein-coupled receptor E1
ADGRE2	CD312|EMR2|VBU|CD312|EMR2|EMR2	adhesion G protein-coupled receptor E2
ADGRE3	EMR3|EMR3|EMR3	adhesion G protein-coupled receptor E3
ADGRE4P	EMR4|EMR4P|FIRE|GPR127|PGR16|EMR4|EMR4P|GPR127|PGR16	adhesion G protein-coupled receptor E4| pseudogene
ADGRE5	CD97|TM7LN1|TM7LN1|CD97	adhesion G protein-coupled receptor E5
ADGRF1	GPR110|KPG_012|PGR19|hGPCR36|hGPCR36|PGR19|GPR110|GPR110|PGR19	adhesion G protein-coupled receptor F1
ADGRF2	GPR111|PGR20|hGPCR35|hGPCR35|PGR20|GPR111|GPR111|PGR20	adhesion G protein-coupled receptor F2
ADGRF3	GPR113|PGR23|hGPCR37|PGR23|GPR113|GPR113|PGR23	adhesion G protein-coupled receptor F3
ADGRF4	GPR115|PGR18|FLJ38076|PGR18|GPR115|GPR115|PGR18	adhesion G protein-coupled receptor F4
ADGRF5	GPR116|KPG_001|DKFZp564O1923|KIAA0758|GPR116|GPR116|KIAA0758	adhesion G protein-coupled receptor F5
ADGRF5P1	GPR116P1	adhesion G protein-coupled receptor F5 pseudogene 1
ADGRF5P2	GPR116P2	adhesion G protein-coupled receptor F5 pseudogene 2
ADGRG1	BFPP|BPPR|GPR56|TM7LN4|TM7XN1|TM7LN4|TM7XN1|GPR56|GPR56|TM7LN4|TM7XN1	adhesion G protein-coupled receptor G1
ADGRG2	CBAVDX|EDDM6|GPR64|HE6|TM7LN2|HE6|TM7LN2|EDDM6|GPR64|GPR64|HE6|TM7LN2	adhesion G protein-coupled receptor G2
ADGRG3	GPR97|PB99|PGR26|Pb99|PGR26|GPR97|GPR97|PGR26	adhesion G protein-coupled receptor G3
ADGRG4	GPR112|PGR17|RP1-299I16|RP1-299I16|PGR17|GPR112|GPR112	adhesion G protein-coupled receptor G4
ADGRG5	GPR114|PGR27|PGR27|GPR114|GPR114|PGR27	adhesion G protein-coupled receptor G5
ADGRG6	APG1|DREG|GPR126|LCCS9|PR126|PS1TP2|VIGR|FLJ14937|GPR126|DREG|GPR126|VIGR	adhesion G protein-coupled receptor G6
ADGRG7	GPR128|FLJ14454|GPR128|GPR128	adhesion G protein-coupled receptor G7
ADGRL1	CIRL1|CL1|LEC2|LPHN1|KIAA0821|CIRL1|LEC2|LPHN1|KIAA0821|LEC2|LPHN1	adhesion G protein-coupled receptor L1
ADGRL2	CIRL2|CL2|LEC1|LPHH1|LPHN2|KIAA0786|LEC1|LPHH1|LPHN2|KIAA0786|LEC1|LPHH1|LPHN2	adhesion G protein-coupled receptor L2
ADGRL3	CIRL3|CL3|LEC3|LPHN3|KIAA0768|LEC3|LPHN3|KIAA0768|LEC3|LPHN3	adhesion G protein-coupled receptor L3
ADGRL3-AS1	LPHN3-AS1	adhesion G protein-coupled receptor L3 antisense RNA 1
ADGRL4	ELTD1|ETL|KPG_003|ETL|ELTD1|ELTD1|ETL	adhesion G protein-coupled receptor L4
ADGRV1	FEB4|GPR98|MASS1|USH2B|USH2C|VLGR1|VLGR1b|DKFZp761P0710|KIAA0686|FEB4|VLGR1|USH2C|MASS1|GPR98	adhesion G protein-coupled receptor V1
ADH1A	ADH1|ADH1|ADH1	alcohol dehydrogenase 1A (class I)| alpha polypeptide
ADH1B	ADH2|HEL-S-117|ADH2|ADH2	alcohol dehydrogenase 1B (class I)| beta polypeptide
ADH1C	ADH3|ADH3|ADH3	alcohol dehydrogenase 1C (class I)| gamma polypeptide
ADH3		
ADH4	ADH-2|HEL-S-4|ADH-2	alcohol dehydrogenase 4 (class II)| pi polypeptide
ADH5	ADH-3|ADHX|FALDH|FDH|GSH-FDH|GSNOR|HEL-S-60p|ADH-3|ADHX|GSNOR|FDH|ADHX|FDH	alcohol dehydrogenase 5 (class III)| chi polypeptide
ADH5P2		
ADH5P3		
ADH5P4	ADH5B|RCADH5|bA707M13.2	alcohol dehydrogenase 5 (class III)| chi polypeptide| pseudogene 4
ADH6	ADH-5|ADH-5	alcohol dehydrogenase 6 (class V)
ADH7	ADH4|ADH-4	alcohol dehydrogenase 7 (class IV)| mu or sigma polypeptide
ADHD1		
ADHD2		
ADHD3	LOAS	Attention deficit-hyperactivity disorder| susceptibility to| 3
ADHD4		
ADHD5		
ADHD6		
ADHFE1	ADH8|HMFT2263|HOT|ADHFe1|FLJ32430	alcohol dehydrogenase| iron containing 1
ADI1	APL1|ARD|Fe-ARD|HMFT1638|MTCBP1|Ni-ARD|SIPL|mtnD|SIPL|MTCBP-1|ARD|APL1|FLJ10913|HMFT1638|mtnD|MTCBP1	acireductone dioxygenase 1
ADI1P1		
ADI1P2		
ADI1P3		
ADIG	SMAF1|MGC39724|SMAF1|RP5-1100H13.2	adipogenin
ADIPOQ	ACDC|ACRP30|ADIPQTL1|ADPN|APM-1|APM1|GBP28|ACRP30|AdipoQ|apM1|GBP28|adiponectin|ACDC|ACDC|ACRP30|APM1|GBP28	adiponectin| C1Q and collagen domain containing
ADIPOQ-AS1		
ADIPOR1	ACDCR1|CGI-45|CGI45|PAQR1|TESBP1A|PAQR1|ACDCR1|PAQR1|TESBP1A	adiponectin receptor 1
ADIPOR1P1		
ADIPOR1P2		
ADIPOR2	ACDCR2|PAQR2|PAQR2|ACDCR2|PAQR2	adiponectin receptor 2
ADIPQTL2	CAQ5	Circulating adiponectin QTL on chromosome 5
ADIPQTL3	CAQ14	Circulating adiponectin QTL on chromosome 14
ADIPQTL4		
ADIPQTL5		
ADIRF	AFRO|APM2|C10orf116|apM-2|APM2|AFRO|C10orf116|AFRO|APM2|C10orf116	adipogenesis regulatory factor
ADIRF-AS1		
ADK	AK|AK	adenosine kinase
ADM	AM|PAMP|AM|AM	adrenomedullin
ADM2	AM2|dJ579N16.4|AM2|FLJ21135|AM2	adrenomedullin 2
ADM5	AM5|C19orf76|AM5|C19orf76|C19orf76	adrenomedullin 5 (putative)
ADNP	ADNP1|HVDAS|MRD28|KIAA0784|ADNP1|ADNP1|KIAA0784	activity dependent neuroprotector homeobox
ADNP-AS1		
ADNP2	ZNF508|KIAA0863|ZNF508|KIAA0863|ZNF508	ADNP homeobox 2
ADO	C10orf22|FLJ14547|C10orf22|C10orf22	2-aminoethanethiol dioxygenase
ADORA1	RDC7|RDC7	adenosine A1 receptor
ADORA2A	A2aR|ADORA2|RDC8|RDC8|ADORA2|ADORA2	adenosine A2a receptor
ADORA2A-AS1	C22orf45|C22orf45	ADORA2A antisense RNA 1
ADORA2B	ADORA2	adenosine A2b receptor
ADORA2BP1	ADORA2BP	adenosine A2b receptor pseudogene 1
ADORA3	A3AR|AD026	adenosine A3 receptor
ADPGK	2610017G09Rik|ADP-GK|DKFZp434B195|ADP-GK	ADP dependent glucokinase
ADPGK-AS1		
ADPRH	ARH1|ARH1|ARH1	ADP-ribosylarginine hydrolase
ADPRHL1	ARH2|ARH2|ARH2	ADP-ribosylhydrolase like 1
ADPRHL2	ARH3|ARH3|FLJ20446|ARH3	ADP-ribosylhydrolase like 2
ADPRM	C17orf48|MDS006|NBLA03831|MDS006|C17orf48|C17orf48	ADP-ribose/CDP-alcohol diphosphatase| manganese dependent
ADRA1A	ADRA1C|ADRA1L1|ALPHA1AAR|ADRA1L1|ADRA1C|ADRA1C	adrenoceptor alpha 1A
ADRA1B	ADRA1|ALPHA1BAR	adrenoceptor alpha 1B
ADRA1C		
ADRA1D	ADRA1|ADRA1A|ADRA1R|ALPHA1|DAR|dJ779E11.2|ADRA1R|ADRA1A|ADRA1|ADRA1A	adrenoceptor alpha 1D
ADRA2A	ADRA2|ADRA2R|ADRAR|ALPHA2AAR|ZNF32|ADRAR|ADRA2|ADRA2R|ADRA2R|ADRAR	adrenoceptor alpha 2A
ADRA2B	ADRA2L1|ADRA2RL1|ADRARL1|ALPHA2BAR|FAME2|alpha-2BAR|ADRARL1|ADRA2L1|ADRA2RL1|ADRA2L1|ADRA2RL1	adrenoceptor alpha 2B
ADRA2C	ADRA2L2|ADRA2RL2|ADRARL2|ALPHA2CAR|ADRARL2|ADRA2L2|ADRA2RL2|ADRA2L2|ADRA2RL2	adrenoceptor alpha 2C
ADRB1	ADRB1R|B1AR|BETA1AR|RHR|ADRB1R|ADRB1R|B1AR	adrenoceptor beta 1
ADRB2	ADRB2R|ADRBR|B2AR|BAR|BETA2AR|ADRBR|BAR|B2AR|ADRB2R|ADRB2R|B2AR	adrenoceptor beta 2
ADRB3	BETA3AR|ADRB3R|B3AR	adrenoceptor beta 3
ADRBK1		
ADRBK2		
ADRM1	ARM-1|ARM1|GP110|GP110|Rpn13|ARM1|GP110	adhesion regulating molecule 1
ADSL	AMPS|ASASE|ASL|AMPS	adenylosuccinate lyase
ADSS	ADEH|ADSS 2|ADSS2	adenylosuccinate synthase
ADSSL1	MPD5|FLJ38602|ADSS1	adenylosuccinate synthase like 1
ADTRP	AIG1L|C6orf105|dJ413H6.1|dJ413H6.1|AIG1L|C6orf105|C6orf105	androgen dependent TFPI regulating protein
AE		
AE1		
AEBP1	ACLP|ACLP|ACLP	AE binding protein 1
AEBP2	MGC17922	
AEN	ISG20L1|pp12744|FLJ12484|FLJ12562|ISG20L1|ISG20L1	apoptosis enhancing nuclease
AES	AES-1|AES-2|ESP1|GRG|GRG5|Grg-5|TLE5|GRG5|TLE5|GRG|GRG5	amino-terminal enhancer of split
AF-4	MLLT2	
AF-9/MLL fusion		
AF10		
AF1Q	MLLT11	
AF8T		
AFA		
AFA1	MPB	Alopecia| androgenetic
AFAP1	AFAP|AFAP-110|AFAP110|AFAP-110|AFAP|AFAP	actin filament associated protein 1
AFAP1-AS1	AFAP1-AS|AFAP1AS	AFAP1 antisense RNA 1
AFAP1L1	FLJ36748	
AFAP1L2	CTB-1144G6.4|KIAA1914|XB130|FLJ14564|Em:AC005383.4|XB130|KIAA1914|KIAA1914|XB130	actin filament associated protein 1 like 2
AFARP1		
AFD1	AFDN	acrofacial dysostosis 1| Nager type
